date,issue_hour,price_model,pv_model,start_soc_kwh,proxy_objective,mip_gap,mip_absolute_gap,constraint_error,max_reserve_slack_soc_kwh,terminal_penalty,reserve_penalty,historical_days
2025-02-01,0,weekday4,published_00,7351.026421393297,24139.369304407275,0.0,0.0,4.433786671143025e-12,0.0,0.6107586783796203,3.758514943874586,31
2025-02-01,6,weekday4,published_06,10800.0,83.42355086340146,6.112037027800104e-08,5.0988787450023665e-06,1.2187229003757238e-10,0.0,0.6114742076568757,3.7629182009653888,31
2025-02-01,12,weekday4,published_12,10490.84219490741,0.0006642542040536065,0.0011418690178133621,7.584905288532222e-07,3.426521288929507e-10,0.0,0.5844092838052607,3.5963648234169887,31
2025-02-01,18,weekday4,published_18,10323.922222222222,5.753738890773155e-05,0.0,1.2361913928485638e-13,7.958078640513122e-13,0.0,0.5947277677919115,3.659863186411763,31
2025-02-02,0,weekday4,published_00,7653.525558456791,73604.09334055716,0.0,0.0,1.4779288903810084e-12,0.0,0.7770583213203919,4.781897361971642,32
2025-02-02,6,weekday4,published_06,10800.0,179.14045108869365,2.0982194030683663e-07,3.758759746119722e-05,7.73070496506989e-12,0.0,0.7769602881099565,4.7812940806766555,32
2025-02-02,12,weekday4,published_12,10527.989612790894,179.7746053151658,1.8482207330175812e-07,3.322631698665646e-05,3.865352482534945e-12,0.0,0.7443544316545591,4.580642656335748,32
2025-02-02,18,weekday4,published_18,10800.0,190.0803155524423,2.7066387245214527e-07,5.1447875705434853e-05,3.637978807091713e-12,0.0,0.6896053036470275,4.243724945520169,32
2025-02-03,0,weekday4,published_00,7411.933641604937,73995.28415286026,0.0,0.0,1.4779288903810084e-12,0.0,0.7689259146987565,4.731851782761578,33
2025-02-03,6,weekday4,published_06,10800.0,191.0005161313213,5.201440427781086e-07,9.934777810371997e-05,2.000888343900442e-11,0.0,0.7730101928389529,4.756985802085864,33
2025-02-03,12,weekday4,published_12,10310.236778799384,191.44511765966192,8.887595861271382e-07,0.00017014868237197334,1.2732925824820995e-11,0.0,0.7405042449006477,4.556949199388601,33
2025-02-03,18,weekday4,published_18,10800.0,191.60155046660714,2.682694116681072e-07,5.1400835786807875e-05,2.0463630789890885e-12,0.0,0.6901172104839324,4.246875141439584,33
2025-02-04,0,weekday4,published_00,7447.596661604935,76491.601698169,0.0,0.0,4.547473508864641e-13,0.0,0.7643755543409251,4.703849565174924,34
2025-02-04,6,weekday4,published_06,10800.0,1316.922648088531,8.32093573629578e-10,1.0958076472888933e-06,1.4551915228366852e-11,0.0,0.7712016138508279,4.7458560852358636,34
2025-02-04,12,weekday4,published_12,10645.609432500005,201.11081162025334,9.286684983530078e-07,0.00018676527656680264,2.6147972675971687e-12,0.0,0.74837112131462,4.605360746551508,34
2025-02-04,18,weekday4,published_18,10800.0,195.30373226028908,2.9628671832677014e-07,5.7865900572551254e-05,3.865352482534945e-12,0.0,0.691237633510975,4.253770052375231,34
2025-02-05,0,weekday4,published_00,7548.116426561728,70619.09347194384,0.0,0.0,4.547473508864641e-13,0.0,0.7647687005682051,4.7062689265735695,35
2025-02-05,6,weekday4,published_06,10800.0,1698.3803630217103,6.4801497037948355e-09,1.1005754004145274e-05,3.617984350040642e-11,0.0,0.7729399201526277,4.756553354785401,35
2025-02-05,12,weekday4,published_12,10128.168176350311,231.94491393260085,9.113154331137906e-07,0.00021137497805057137,3.637978807091713e-12,0.0,0.7463180780930855,4.592726634418987,35
2025-02-05,18,weekday4,published_18,10800.0,236.04300907611997,2.618727760853954e-07,6.18132378917835e-05,3.865352482534945e-12,0.0,0.6789163470351575,4.177946750985584,35
2025-02-06,0,weekday4,published_00,7336.5983144691345,76775.17553451094,0.0,0.0,9.094947017729282e-13,0.0,0.7652892635874261,4.709472391307237,36
2025-02-06,6,weekday4,published_06,10800.0,500.32933100444944,4.0567491630417105e-08,2.029710896067627e-05,3.637978807091713e-12,0.0,0.7736598578990204,4.760983740917048,36
