date,q0_kwh,active_kwh,up_kwh,down_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,storage_loss_kwh,plan_cost,up_cost,down_penalty,refund,emergency_cost,total_cost,start_soc_kwh,end_soc_kwh,forecast_plan_cost,price_mae_0,mean_actual_price
2025-09-02,70744.0958930919,71844.344150345,1100.2482572530944,0.0,0.0,16241.192097410838,13381.72759327778,14927.12379621194,3110.9778312163926,46579.88537160424,872.5425658082258,0.0,0.0,0.0,47452.427937412474,10162.854682592591,9911.34135550926,52450.39398789585,0.102096875,0.7539930555555556
2025-09-03,75495.9731007716,75495.9731007716,0.0,0.0,0.0,15422.335165020579,12609.7263375,17135.647023251022,2943.314220668725,50844.37167702483,0.0,0.0,0.0,0.0,50844.37167702483,9911.34135550926,9780.63596236111,55870.481764093725,0.10179687500000001,0.7609944444444445
2025-09-04,74399.40179408333,74399.40179408333,0.0,0.0,0.0,17515.052462757198,13969.393104166667,16928.1768854928,3303.6600356275717,50226.26787133823,0.0,0.0,0.0,0.0,50226.26787133823,9780.63596236111,10022.635285324075,55585.98924713048,0.09844184027777776,0.7569979166666667
2025-09-05,40014.10166139249,40014.10166139249,0.0,0.0,0.0,16504.68316193416,13614.403450541664,30299.560283333325,3163.1798106980455,20334.492683745942,0.0,0.0,0.0,0.0,20334.492683745942,10022.635285324075,9749.735186018519,23035.907649087458,0.09993576388888889,0.5586402777777777
2025-09-06,40742.6454001502,40742.6454001502,0.0,0.0,0.0,16367.006523645401,12701.895855611112,29356.451032115914,3048.022414099108,20669.58990070024,0.0,0.0,0.0,0.0,20669.58990070024,9749.735186018519,10366.823439953705,23374.253151856272,0.10417152777777777,0.5657111111111112
2025-09-07,69475.3600238527,71464.93937593604,1989.57935208333,0.0,0.0,16133.411085373795,13701.932229319445,14072.476903215022,3135.778022906207,46457.64366582633,1742.358516958434,0.0,0.0,0.0,48200.00218278476,10366.823439953705,9662.524273101852,52116.90688432448,0.097940625,0.7593138888888888
2025-09-08,66349.78766235767,67140.12379027263,790.3361279149515,0.0,0.0,14404.213145370373,14322.285079583335,7662.626191152258,3031.78632337963,43331.12524199776,915.6986674345519,0.0,0.0,0.0,44246.823909432314,9662.524273101852,6712.6660155092595,45840.895628325125,0.06910659722222223,0.7735236111111111
2025-09-09,60164.2889014465,61215.81956242387,1051.5306609773688,0.0,9.099616666666748,19414.798754715353,15721.495530117278,4428.7816878257945,3688.3127121512334,39634.14838448041,1329.563178000036,0.0,0.0,62.02298720000055,41025.73454968044,6712.6660155092595,6717.656527956102,42485.900818779,0.08226805555555555,0.7518833333333332
2025-09-10,71898.00379908169,72184.83983601585,286.8360369341526,0.0,3.6414499999999634,19977.30670876962,16240.146301388886,7135.322228635114,3802.191371031283,46145.43494593781,308.8517152543788,0.0,0.0,23.95892027499976,46478.24558146719,6717.656527956102,6652.625564305555,49230.319655637926,0.07367951388888888,0.7818236111111111
2025-09-11,70849.16499650206,71051.30267289095,202.13767638888837,0.0,0.0,19690.150564266114,15868.828409722219,13733.894735013719,3732.2182130624137,45078.84509236008,202.5297070702078,0.0,0.0,0.0,45281.37479943029,6652.625564305555,6741.729505787043,48791.78942898452,0.08275017361111112,0.7530638888888889
2025-09-12,34014.54670072016,34014.54670072016,0.0,0.0,0.0,15593.863882973248,12293.059456944444,19162.086074691353,2925.2818835133744,15909.955506029288,0.0,0.0,0.0,0.0,15909.955506029288,6741.729505787043,7117.252048302468,17567.599800982745,0.0735126736111111,0.5750854166666667
2025-09-13,34084.48136316358,34084.48136316358,0.0,0.0,0.0,16080.45210068587,12970.682233749998,22967.610012894373,3049.2321249296983,15703.201967279518,0.0,0.0,0.0,0.0,15703.201967279518,7117.252048302468,7177.789790308642,17332.04349389767,0.08120034722222222,0.5665159722222222
2025-09-14,74954.38287636556,74954.38287636556,1.1368683772161603e-13,0.0,0.0,17794.022560219477,15047.508950211932,12108.54451635803,3451.347694934385,49018.05621349665,1.422392870153999e-13,0.0,0.0,0.0,49018.05621349665,7177.789790308642,6472.9557053818025,47611.65134995205,0.04026875,0.77590625
2025-09-15,63267.04282537001,63379.06698839607,112.02416302606309,0.0,1.1717666666667128,22773.86117251816,18006.520305555554,3545.8672547668,4278.110595646878,41978.27029137554,123.1472752539,0.0,0.0,7.876615533333644,42109.294182162776,6472.9557053818025,6962.185976697535,41137.45626798562,0.04763194444444444,0.7617263888888889
2025-09-16,75159.60285216049,75159.60285216049,0.0,0.0,8.238266666666732,18423.813530658434,15165.136091666667,12417.393696502053,3527.3964743621395,49295.920340501376,0.0,0.0,0.0,55.52179820000045,49351.44213870137,6962.185976697535,6693.466941327162,47266.78575513799,0.04493402777777779,0.7779465277777777
2025-09-17,71656.45611023867,71682.79620896089,26.34009872222333,0.0,0.0,20907.197663323048,16690.565453333336,7506.045598971186,3945.2270389248984,47269.977204059396,33.745617477976424,0.0,0.0,0.0,47303.722821537376,6693.466941327162,6964.872112391976,46829.6135631871,0.04005486111111111,0.7780548611111111
2025-09-18,62598.477805258226,66451.4279409465,3852.9501356882724,0.0,0.0,19384.77227074759,15885.786116666666,3996.3906701989117,3703.5645733710558,41538.52629426598,2997.6341255273896,0.0,0.0,0.0,44536.16041979337,6964.872112391976,6760.293693101849,40916.312257474754,0.04194236111111111,0.7698256944444445
2025-09-19,35538.46287067902,35538.46287067902,0.0,0.0,0.0,18824.61338768862,14757.405558333332,15369.902724657062,3522.1730674725654,16537.56071673038,0.0,0.0,0.0,0.0,16537.56071673038,6760.293693101849,7305.328454984568,15956.365070138685,0.04250416666666667,0.5932520833333332
2025-09-20,35057.47728776183,35057.47728776183,0.0,0.0,0.0,19049.43464874828,15597.232264347222,15959.84117002744,3637.9692720245193,16067.980803691646,0.0,0.0,0.0,0.0,16067.980803691646,7305.328454984568,7119.561567361112,15785.678762061296,0.04802569444444444,0.5874611111111111
2025-09-21,71225.0352459165,71225.0352459165,0.0,0.0,0.0,18137.189795850485,14712.031972430552,9512.389939163231,3448.3891987439993,46769.78397542188,0.0,0.0,0.0,0.0,46769.78397542188,7119.561567361112,7096.330192037043,46038.29202557981,0.037968055555555554,0.7738493055555555
2025-09-22,74686.66790618209,74686.66790618209,0.0,0.0,10.906666666666638,18247.457241906715,14948.469903549381,10784.567351158092,3485.6868245850474,50101.80355801386,0.0,0.0,0.0,71.60771999999982,50173.41127801386,7096.330192037043,6909.630705809327,48558.17889425377,0.04611875,0.7821659722222223
2025-09-23,74817.44146658188,74817.44146658188,0.0,0.0,0.0,21560.14666545877,17343.521534722222,8484.200752512003,4083.0726148483463,49394.11247970907,0.0,0.0,0.0,0.0,49394.11247970907,6909.630705809327,7043.183221697532,48946.038856471314,0.03995138888888889,0.7817520833333333
2025-09-24,64747.22502584568,66410.82027760323,1663.5952517575442,0.0,0.0,21773.990433607683,17570.714144138885,1144.3188881344274,4129.700614931756,43344.47676126311,1405.3519130849493,0.0,0.0,0.0,44749.828674348064,7043.183221697532,7116.758896234573,42664.24732238898,0.03823125,0.7761097222222222
2025-09-25,69677.35679035391,69988.98910396844,311.63231361454297,0.0,16.51470000000006,19632.89018921467,15888.257881611114,5925.422596364892,3728.6510057671467,46221.70396652691,189.7403727179026,0.0,0.0,111.1026442500004,46522.546983494816,7116.758896234573,7132.740198070991,45034.19461386353,0.03416944444444443,0.7776076388888888
2025-09-26,36855.13684250685,36855.13684250685,0.0,0.0,0.0,16738.147465980794,13374.051973405349,15796.79784993141,3159.820521420896,16747.32560931449,0.0,0.0,0.0,0.0,16747.32560931449,7132.740198070991,7337.015169225541,16715.45097268511,0.04110347222222222,0.5928138888888889
2025-09-27,35547.284814891456,35613.50237461368,66.21755972222152,0.0,0.0,18932.774063648834,16098.570340458336,14977.996401423181,3682.0074441935876,16670.519940294293,51.36378153437444,0.0,0.0,0.0,16721.883721828664,7337.015169225541,6489.211448222455,15644.63325575217,0.045689583333333325,0.5996840277777777
2025-09-28,70782.10496699563,72543.71572952854,1761.61076253292,0.0,0.0,20280.307165486713,15839.427850944445,4615.207248319613,3787.9671444313876,47367.445222801376,1431.2773491732626,0.0,0.0,0.0,48798.72257197464,6489.211448222455,7142.123618333335,46352.61491426804,0.040681944444444444,0.7893881944444444
2025-09-29,74091.31203499656,74091.31203499656,0.0,0.0,26.015016666666725,18810.576017043888,15427.902548611113,7974.761983230455,3595.268995994513,49818.88317007061,0.0,0.0,0.0,142.85538336666704,49961.73855343727,7142.123618333335,6929.528090771602,49556.92949821782,0.037185416666666665,0.7877583333333333
2025-09-30,72522.57116814128,72538.6901162524,16.118948111109944,0.0,0.0,20735.20705594993,16386.020558833334,2767.328852469135,3894.189656576475,49738.45687949445,21.900487061765006,0.0,0.0,0.0,49760.35736655622,6929.528090771602,7384.524931311728,48999.8903211979,0.04463194444444444,0.7938243055555555
2025-10-01,68489.61742380829,68489.61742380829,0.0,0.0,0.0,19235.350564317556,13951.25973125,13544.00505740741,3473.6750265706446,43561.431255042764,0.0,0.0,0.0,0.0,43561.431255042764,7384.524931311728,9194.940737808642,44789.54280719386,0.05636805555555556,0.7381555555555556
2025-10-02,73034.50565222737,73034.50565222737,0.0,0.0,0.0,17004.747728223592,13543.453812638889,17842.428619976,3205.302974226681,47087.26717710735,0.0,0.0,0.0,0.0,47087.26717710735,9194.940737808642,9450.931679166664,48755.81753388063,0.04844930555555555,0.7419722222222221
2025-10-03,32573.12692809259,32573.12692809259,0.0,0.0,0.0,18091.98544466735,15089.389046444445,21753.37682986969,3485.797327405007,13976.945341260905,0.0,0.0,0.0,0.0,13976.945341260905,9450.931679166664,8967.730749984565,14123.198433783475,0.05364097222222222,0.5579645833333333
2025-10-04,36040.93470294924,36040.93470294924,0.0,0.0,0.0,16989.786891323736,13742.971266666666,19698.136644958842,3225.975496539781,16147.54822170816,0.0,0.0,0.0,0.0,16147.54822170816,8967.730749984565,8988.57087810185,16666.295344961454,0.04236458333333334,0.5858305555555555
2025-10-05,72192.93534730264,72192.93534730264,0.0,0.0,0.0,15856.165396502063,13055.195951402775,14656.004835536693,3036.1938675838483,46597.23836729791,0.0,0.0,0.0,0.0,46597.23836729791,8988.57087810185,8753.346455617286,48371.05460332231,0.05321041666666666,0.7525611111111111
2025-10-06,63560.53622005521,63572.46676237346,11.930542318246978,0.0,0.0,18595.408720781903,14906.994227750003,2150.9430193415574,3515.8735640504133,42697.14430188796,8.52019679657608,0.0,0.0,0.0,42705.664498684535,8753.346455617286,8925.887384598764,43268.457852944484,0.04218263888888889,0.7684895833333333
2025-10-07,66738.45598981483,67430.67275836456,692.2167685497274,0.0,0.0,19939.27963743141,15972.51832361111,5692.348444544255,3768.6522219221533,43549.421259966875,817.9446319299121,0.0,0.0,0.0,44367.365891896785,8925.887384598764,9123.996476496915,44163.68658378579,0.047318055555555544,0.7657534722222222
