日期,预测负载MAE_kW,预测光伏MAE_kW,预测净负荷MAE_kWh,计划购电量_kWh,计划购电费_元,紧急购电量_kWh,紧急购电费_元,总购电费_元,弃光量_kWh,弃光率,未利用外网电量_kWh,期初SOC_kWh,期末SOC_kWh,正向备用缺口_kWh,反向备用缺口_kWh,优化目标值,计划终端SOC偏差_kWh
2025-03-03,162.27357442256013,162.4616497087251,34.04610186340078,77182.34812645944,50837.457931683944,0.0,0.0,50837.457931683944,0.0,0.0,37.183767510421376,5985.600184396353,7496.972539072196,0.0,0.0,50837.457931683944,0.0
2025-03-04,141.38831144796455,106.09484641508656,27.193508319963772,74812.18637152936,50030.314016385935,0.0,0.0,50030.314016385935,1661.263936968728,0.033945211147280226,499.5737899904188,7496.972539072196,7819.5174177871795,0.0,0.0,50030.314016385935,0.0
2025-03-05,148.75629955069857,145.30162762823772,42.17157359261981,74328.78587895818,49525.6959969026,0.0,0.0,49525.6959969026,4823.399384154933,0.09285951911221364,373.3276890566145,7819.5174177871795,7848.920305802281,0.0,0.0,49525.6959969026,0.0
2025-03-06,157.82332994079263,89.23643692172456,34.72735006009097,72867.36959430916,48741.2527298893,0.0,0.0,48741.2527298893,3586.16734038896,0.06932076611579088,374.75434561662473,7848.920305802281,7928.340475153066,0.0,0.0,48741.2527298893,0.0
2025-03-07,655.7518485938648,100.78883441387127,109.25766388374637,43727.75586010221,26216.6854419319,0.0,0.0,26216.6854419319,16623.626955674732,0.32750703519508867,1437.5247893058327,7928.340475153066,10369.350693455901,0.0,0.0,26216.685822062085,0.0
2025-03-08,379.01834210225803,154.647544194636,87.86664469633699,38081.39266101121,22785.269608303563,0.0,0.0,22785.269608303563,16410.155177603443,0.3079893205303857,825.4289603017075,10369.350693455901,9683.15307204904,0.0,0.0,22785.27012197756,0.0
2025-03-09,172.5396300796081,192.60771541505224,34.522221852669844,65958.42439987825,43983.46522071303,0.0,0.0,43983.46522071303,1751.1023988872316,0.032213387553478634,209.9312751033764,9683.15307204904,7210.0049952310765,0.0,0.0,43983.465220713035,0.0
2025-03-10,122.29733189715742,137.40583668147264,36.34292488257477,71639.96213401247,47784.20645328195,0.0,0.0,47784.20645328195,0.0,0.0,0.0,7210.0049952310765,7759.726827611551,0.0,0.0,47784.20645328195,0.0
2025-03-11,112.73680591981248,165.07753540400205,41.42170764805624,71507.91417765885,47578.86312472693,0.0,0.0,47578.86312472693,4056.8370418118193,0.0757428866590785,280.7090935527569,7759.726827611551,8218.875763252885,0.0,0.0,47578.86312472694,0.0
2025-03-12,101.17382888528608,147.14426684690702,37.871726595289005,69092.71403885153,46086.10631064801,0.0,0.0,46086.10631064801,4196.16376261794,0.07536660040159976,233.61018229649065,8218.875763252885,7733.188020119942,0.0,0.0,46086.10631064801,0.0
2025-03-13,105.49315497740126,224.07536386688324,49.16755099440396,68535.5609473899,45640.84256032362,285.270296364057,1956.9479257765379,47597.79048610016,0.0,0.0,0.0,7733.188020119942,6054.298595338098,0.0,0.0,45640.84256032362,0.0
2025-03-14,567.3556317225816,215.53288850133262,126.23175508348407,43389.40921563364,25575.094578498618,0.0,0.0,25575.094578498618,19381.162112833128,0.34560190129479695,964.4994629466082,6054.298595338098,10469.361800022181,0.0,0.0,25575.094998847246,0.0
2025-03-15,363.37785892092955,194.33992887785612,63.1872076243674,36313.114980853396,21581.606477067107,0.0,0.0,21581.606477067107,13576.203206840963,0.2620845308203805,556.1217020870934,10469.361800022181,9136.916988176534,0.0,0.0,21581.607218679852,0.0
2025-03-16,193.53272382039242,158.7325240806663,43.28327044935509,62903.54794320755,41878.450529604874,0.0,0.0,41878.450529604874,0.0,0.0,0.0,9136.916988176534,5785.921376123347,0.0,0.0,41878.45052960488,0.0
2025-03-17,113.51339775006564,304.3560726275214,59.766663575477274,70872.36283520563,46587.76198478174,0.0,0.0,46587.76198478174,7688.189977269277,0.1284887936934538,262.62985145779857,5785.921376123347,8203.950281079502,0.0,0.0,46587.76198478173,0.0
2025-03-18,108.0341944345508,130.07826817675723,32.34663450804833,65270.936095987534,43608.955861820534,0.0,0.0,43608.955861820534,1104.6679631475922,0.019681415486754755,229.89900503167934,8203.950281079502,7980.790195061817,0.0,0.0,43608.95586182053,0.0
2025-03-19,108.86613689260984,150.23379901453438,33.04454272482453,66089.2843496188,44258.460050175214,0.0,0.0,44258.460050175214,3254.1913869805394,0.05628522310795033,263.6989071734421,7980.790195061817,8224.875984669721,0.0,0.0,44258.46005017521,0.0
2025-03-20,110.72527289406035,91.60416144575794,26.925908666753024,66072.56003473373,44320.086570305895,0.0,0.0,44320.086570305895,964.2504194085594,0.017392866318911075,293.0345265809668,8224.875984669721,8050.237523884005,0.0,0.0,44320.086570305895,0.0
2025-03-21,543.3218462426404,234.64061529824207,128.60755386911686,40183.09732188482,24050.627534665527,0.0,0.0,24050.627534665527,22763.251910977742,0.37587890462311596,902.0500674545096,8050.237523884005,10181.521422115307,0.0,0.0,24050.628228036472,0.0
2025-03-22,389.14115489820637,114.24063830825793,70.47496665653108,35500.70073837127,21116.247374347804,0.0,0.0,21116.247374347804,16850.54328877022,0.30060340573373856,502.0578740120978,10181.521422115307,9861.452624467505,0.0,0.0,21116.248262338853,0.0
2025-03-23,190.16582593617665,214.3844512623105,42.019705927159805,59117.72915880999,39738.85447416906,0.0,0.0,39738.85447416906,0.0,0.0,0.0,9861.452624467505,7026.887327674425,0.0,0.0,39738.85447416906,0.0
2025-03-24,92.69533548441144,151.8795022661499,35.365788667971266,64061.318274984886,42704.782214227445,0.0,0.0,42704.782214227445,1924.1043611094706,0.03237779008495589,204.93307649823282,7026.887327674425,8028.4797047197535,0.0,0.0,42704.782214227445,0.0
2025-03-25,108.4044607409451,141.6970213235421,33.87825261722921,63276.13828726504,42576.29150156131,0.0,0.0,42576.29150156131,0.0,0.0,0.0,8028.4797047197535,7483.135385577335,0.0,0.0,42576.29150156131,0.0
2025-03-26,96.78896406502983,253.9118958810755,49.787524645474484,63943.64478828129,42836.46543659222,0.0,0.0,42836.46543659222,5025.8283526925115,0.08091548253568799,276.7779167022899,7483.135385577335,7867.896459012051,0.0,0.0,42836.46543659222,0.0
2025-03-27,102.83568685574566,122.07253654882753,30.8910102753485,62814.22798453761,42253.995301034374,0.0,0.0,42253.995301034374,994.3580113640361,0.016786490908257325,343.3650450721047,7867.896459012051,7856.4803739550935,0.0,0.0,42253.995301034374,0.0
2025-03-28,567.5407867269666,156.10355508381588,117.51360104607359,39187.669762492995,23313.02808851764,0.0,0.0,23313.02808851764,22581.382253068605,0.3697629641585891,755.2897189616801,7856.4803739550935,10481.198408187633,0.0,0.0,23313.02893228704,0.0
2025-03-29,348.050939789059,307.12084304707815,108.40279338008915,34450.0660842591,20415.508486953364,0.0,0.0,20415.508486953364,24709.575800608283,0.3836231327807678,425.9584387000095,10481.198408187633,9537.928579760423,0.0,0.0,20415.509535251083,0.0
2025-03-30,217.59449498540465,197.55941068823188,34.12420200877232,56508.81862390452,37943.63996490751,0.0,0.0,37943.63996490751,86.70080277202925,0.0013839116912965418,15.543683518231866,9537.928579760423,7368.595451967204,0.0,0.0,37943.64011365864,0.0
2025-03-31,102.41055912154863,176.83822483782876,39.671841444918606,61963.26688104855,41504.70976648854,0.0,0.0,41504.70976648854,1301.9922597279087,0.02165501763115739,244.14111881808194,7368.595451967204,8206.595598194443,0.0,0.0,41504.70982746995,0.0
2025-04-01,109.95650296378885,193.15849007950976,43.10733105802203,61713.72639533772,41462.8287223472,0.0,0.0,41462.8287223472,0.0,0.0,0.0,8206.595598194443,7018.3668849214955,0.0,0.0,41462.8287223472,0.0
