日期,变量,基准,权重
2025-02-12,负载,同星期中位数,0.3752853646552946
2025-02-13,负载,附件1先验,0.07297166728656687
2025-02-13,负载,前1天,0.08934779966575579
2025-02-13,负载,前7天,0.3755459053952018
2025-02-13,负载,近7天中位数,0.0926471113098318
2025-02-13,负载,同星期中位数,0.3694875163426437
2025-02-14,负载,附件1先验,0.07417562328798215
2025-02-14,负载,前1天,0.09013857807242869
2025-02-14,负载,前7天,0.377654585636273
2025-02-14,负载,近7天中位数,0.09340721846870237
2025-02-14,负载,同星期中位数,0.36462399453461375
2025-02-15,负载,附件1先验,0.07381635282050278
2025-02-15,负载,前1天,0.09065501711058162
2025-02-15,负载,前7天,0.3807690776855165
2025-02-15,负载,近7天中位数,0.09384706498944625
2025-02-15,负载,同星期中位数,0.3609124873939528
2025-02-16,负载,附件1先验,0.0735732609348388
2025-02-16,负载,前1天,0.09135470362863819
2025-02-16,负载,前7天,0.38290359833783477
2025-02-16,负载,近7天中位数,0.09442262512402201
2025-02-16,负载,同星期中位数,0.35774581197466626
2025-02-17,负载,附件1先验,0.07426452406289184
2025-02-17,负载,前1天,0.09142563502971154
2025-02-17,负载,前7天,0.3851882354620757
2025-02-17,负载,近7天中位数,0.09464844414798107
2025-02-17,负载,同星期中位数,0.3544731612973399
2025-02-18,负载,附件1先验,0.07529205855714707
2025-02-18,负载,前1天,0.09182504355841316
2025-02-18,负载,前7天,0.388038701118621
2025-02-18,负载,近7天中位数,0.09501596126657084
2025-02-18,负载,同星期中位数,0.349828235499248
2025-02-19,负载,附件1先验,0.07588462088383034
2025-02-19,负载,前1天,0.09187217349174955
2025-02-19,负载,前7天,0.3897451009811842
2025-02-19,负载,近7天中位数,0.09514406212267264
2025-02-19,负载,同星期中位数,0.3473540425205632
2025-02-20,负载,附件1先验,0.07675556377697879
2025-02-20,负载,前1天,0.09214999926011318
2025-02-20,负载,前7天,0.3916294506051751
2025-02-20,负载,近7天中位数,0.09541902508656877
2025-02-20,负载,同星期中位数,0.34404596127116416
2025-02-21,负载,附件1先验,0.07778931338656507
2025-02-21,负载,前1天,0.09244994340976337
2025-02-21,负载,前7天,0.39466749194952394
2025-02-21,负载,近7天中位数,0.09589719759781316
2025-02-21,负载,同星期中位数,0.33919605365633443
2025-02-22,负载,附件1先验,0.07737178102156517
2025-02-22,负载,前1天,0.0929164957975461
2025-02-22,负载,前7天,0.3970885091882515
2025-02-22,负载,近7天中位数,0.09629265216955905
2025-02-22,负载,同星期中位数,0.33633056182307813
2025-02-23,负载,附件1先验,0.07709061192120206
2025-02-23,负载,前1天,0.09334713433873154
2025-02-23,负载,前7天,0.3991553419845659
2025-02-23,负载,近7天中位数,0.09681794878492395
2025-02-23,负载,同星期中位数,0.33358896297057655
2025-02-24,负载,附件1先验,0.07792531353735443
2025-02-24,负载,前1天,0.0935525716077101
2025-02-24,负载,前7天,0.4009117446021991
2025-02-24,负载,近7天中位数,0.09702760450925772
2025-02-24,负载,同星期中位数,0.3305827657434786
2025-02-25,负载,附件1先验,0.07859673517551449
2025-02-25,负载,前1天,0.09357079883523502
2025-02-25,负载,前7天,0.40350397574846536
2025-02-25,负载,近7天中位数,0.09706581527517978
2025-02-25,负载,同星期中位数,0.3272626749656054
2025-02-26,负载,附件1先验,0.07922363024538202
2025-02-26,负载,前1天,0.09348011729127037
2025-02-26,负载,前7天,0.4053636823183991
2025-02-26,负载,近7天中位数,0.09700177356159119
2025-02-26,负载,同星期中位数,0.32493079658335733
2025-02-27,负载,附件1先验,0.07995269022062167
2025-02-27,负载,前1天,0.09376772370750706
2025-02-27,负载,前7天,0.40668280289853137
2025-02-27,负载,近7天中位数,0.09721736015268519
2025-02-27,负载,同星期中位数,0.32237942302065475
2025-02-28,负载,附件1先验,0.08112856568023126
2025-02-28,负载,前1天,0.09418309628146314
2025-02-28,负载,前7天,0.4089551013356651
2025-02-28,负载,近7天中位数,0.09775452158464831
2025-02-28,负载,同星期中位数,0.3179787151179922
2025-03-01,负载,附件1先验,0.08052427241909313
2025-03-01,负载,前1天,0.09450420317748605
2025-03-01,负载,前7天,0.4119312726466954
2025-03-01,负载,近7天中位数,0.09799761974416951
2025-03-01,负载,同星期中位数,0.31504263201255606
2025-03-02,负载,附件1先验,0.08020452205640655
2025-03-02,负载,前1天,0.09492553959489294
2025-03-02,负载,前7天,0.413681295562568
2025-03-02,负载,近7天中位数,0.09860185536759272
2025-03-02,负载,同星期中位数,0.31258678741853974
2025-03-03,负载,附件1先验,0.08085124300334788
2025-03-03,负载,前1天,0.09492121671286391
2025-03-03,负载,前7天,0.4159573948190664
2025-03-03,负载,近7天中位数,0.0986418198020161
2025-03-03,负载,同星期中位数,0.3096283256627058
2025-03-04,负载,附件1先验,0.08219023410011078
2025-03-04,负载,前1天,0.09568503249907981
2025-03-04,负载,前7天,0.4165695010788264
2025-03-04,负载,近7天中位数,0.09914655737540252
2025-03-04,负载,同星期中位数,0.3064086749465804
2025-03-05,负载,附件1先验,0.08237316192278889
2025-03-05,负载,前1天,0.09533945565176084
2025-03-05,负载,前7天,0.41984905248937054
2025-03-05,负载,近7天中位数,0.09875789116734901
2025-03-05,负载,同星期中位数,0.3036804387687307
2025-03-06,负载,附件1先验,0.08325331712188837
2025-03-06,负载,前1天,0.09569020587088725
2025-03-06,负载,前7天,0.4201791348157235
2025-03-06,负载,近7天中位数,0.09914228730747995
2025-03-06,负载,同星期中位数,0.301735054884021
2025-03-07,负载,附件1先验,0.08438062979286748
2025-03-07,负载,前1天,0.09609789725627849
2025-03-07,负载,前7天,0.4210250277481981
2025-03-07,负载,近7天中位数,0.09964114784563011
2025-03-07,负载,同星期中位数,0.2988552973570259
2025-03-08,负载,附件1先验,0.08420093508531407
2025-03-08,负载,前1天,0.09679601578204429
2025-03-08,负载,前7天,0.42196272331026496
2025-03-08,负载,近7天中位数,0.10019989172775037
2025-03-08,负载,同星期中位数,0.2968404340946263
2025-03-09,负载,附件1先验,0.08352729702304172
2025-03-09,负载,前1天,0.09686167222671883
2025-03-09,负载,前7天,0.4234274713792441
2025-03-09,负载,近7天中位数,0.10020456102166322
2025-03-09,负载,同星期中位数,0.29597899834933206
2025-03-10,负载,附件1先验,0.08442088197328412
2025-03-10,负载,前1天,0.09728821054240266
2025-03-10,负载,前7天,0.42284883048639
2025-03-10,负载,近7天中位数,0.1005605582934122
2025-03-10,负载,同星期中位数,0.294881518704511
2025-03-11,负载,附件1先验,0.08516642109986237
2025-03-11,负载,前1天,0.0973764165590413
2025-03-11,负载,前7天,0.42362374281452764
2025-03-11,负载,近7天中位数,0.10063447485051433
2025-03-11,负载,同星期中位数,0.29319894467605434
2025-03-12,负载,附件1先验,0.08603811602287423
2025-03-12,负载,前1天,0.09763303623031158
2025-03-12,负载,前7天,0.42357559301573033
2025-03-12,负载,近7天中位数,0.1008710889352701
2025-03-12,负载,同星期中位数,0.29188216579581366
2025-03-13,负载,附件1先验,0.08670074976285738
2025-03-13,负载,前1天,0.09757894513457512
2025-03-13,负载,前7天,0.42401437360538624
2025-03-13,负载,近7天中位数,0.10083642296740668
2025-03-13,负载,同星期中位数,0.2908695085297745
2025-03-14,负载,附件1先验,0.08710300916635917
2025-03-14,负载,前1天,0.09741051034024847
2025-03-14,负载,前7天,0.4254695919706974
2025-03-14,负载,近7天中位数,0.10058276563389121
2025-03-14,负载,同星期中位数,0.28943412288880366
2025-03-15,负载,附件1先验,0.08671862575209517
2025-03-15,负载,前1天,0.09759232532126337
2025-03-15,负载,前7天,0.426504906719938
2025-03-15,负载,近7天中位数,0.10087228440033284
2025-03-15,负载,同星期中位数,0.28831185780637075
2025-03-16,负载,附件1先验,0.08600657179844491
2025-03-16,负载,前1天,0.09735360926951528
2025-03-16,负载,前7天,0.42915965350864743
2025-03-16,负载,近7天中位数,0.10077326293542994
2025-03-16,负载,同星期中位数,0.28670690248796243
2025-03-17,负载,附件1先验,0.08652060048061525
2025-03-17,负载,前1天,0.09727622352126845
2025-03-17,负载,前7天,0.42930273486752146
2025-03-17,负载,近7天中位数,0.10066155892832256
2025-03-17,负载,同星期中位数,0.2862388822022724
2025-03-18,负载,附件1先验,0.08711219407991268
2025-03-18,负载,前1天,0.09737376952273376
2025-03-18,负载,前7天,0.42824373349627376
2025-03-18,负载,近7天中位数,0.1008098142791987
2025-03-18,负载,同星期中位数,0.2864604886218812
2025-03-19,负载,附件1先验,0.08791964862306133
2025-03-19,负载,前1天,0.09755611969045795
2025-03-19,负载,前7天,0.42874249704319123
2025-03-19,负载,近7天中位数,0.10094317432668273
2025-03-19,负载,同星期中位数,0.2848385603166067
2025-03-20,负载,附件1先验,0.08875153454387638
2025-03-20,负载,前1天,0.09772555614907762
2025-03-20,负载,前7天,0.42880122364046735
2025-03-20,负载,近7天中位数,0.10120710489891728
2025-03-20,负载,同星期中位数,0.2835145807676613
2025-03-21,负载,附件1先验,0.08928722997800236
2025-03-21,负载,前1天,0.09781442084575158
2025-03-21,负载,前7天,0.42836449412577177
2025-03-21,负载,近7天中位数,0.10114908647239476
2025-03-21,负载,同星期中位数,0.28338476857807965
2025-03-22,负载,附件1先验,0.08852086945706292
2025-03-22,负载,前1天,0.09770037252679893
2025-03-22,负载,前7天,0.42953817144221723
2025-03-22,负载,近7天中位数,0.10108563659295239
2025-03-22,负载,同星期中位数,0.2831549499809686
2025-03-23,负载,附件1先验,0.08768561882987175
2025-03-23,负载,前1天,0.0975870606286082
2025-03-23,负载,前7天,0.43061429056035294
2025-03-23,负载,近7天中位数,0.10092393355656532
2025-03-23,负载,同星期中位数,0.2831890964246019
2025-03-24,负载,附件1先验,0.08811133756247064
2025-03-24,负载,前1天,0.09733172062593397
2025-03-24,负载,前7天,0.43091143308421315
2025-03-24,负载,近7天中位数,0.10077274038410704
2025-03-24,负载,同星期中位数,0.2828727683432752
2025-03-25,负载,附件1先验,0.08850138337637353
2025-03-25,负载,前1天,0.09727372491336096
2025-03-25,负载,前7天,0.4304126179177506
2025-03-25,负载,近7天中位数,0.10065465660090392
2025-03-25,负载,同星期中位数,0.2831576171916111
2025-03-26,负载,附件1先验,0.08910333211500142
2025-03-26,负载,前1天,0.09734544477625674
2025-03-26,负载,前7天,0.4294131834618414
2025-03-26,负载,近7天中位数,0.1006672786985711
2025-03-26,负载,同星期中位数,0.28347076094832935
2025-03-27,负载,附件1先验,0.08936454942640362
2025-03-27,负载,前1天,0.09695416013206723
2025-03-27,负载,前7天,0.4307501270139972
2025-03-27,负载,近7天中位数,0.10033810602048641
2025-03-27,负载,同星期中位数,0.28259305740704554
2025-03-28,负载,附件1先验,0.08971379986036544
2025-03-28,负载,前1天,0.09682293149017658
2025-03-28,负载,前7天,0.42946702319179736
2025-03-28,负载,近7天中位数,0.10012133019007953
2025-03-28,负载,同星期中位数,0.283874915267581
2025-03-29,负载,附件1先验,0.08912895092824845
2025-03-29,负载,前1天,0.09673475518473554
2025-03-29,负载,前7天,0.42924457800669785
2025-03-29,负载,近7天中位数,0.10013043834619738
2025-03-29,负载,同星期中位数,0.2847612775341208
2025-03-30,负载,附件1先验,0.08736859391340822
2025-03-30,负载,前1天,0.09521486091878453
2025-03-30,负载,前7天,0.4317374348813081
2025-03-30,负载,近7天中位数,0.09889224742703333
2025-03-30,负载,同星期中位数,0.2867868628594657
2025-03-31,负载,附件1先验,0.08603280194837937
2025-03-31,负载,前1天,0.09374882766556322
2025-03-31,负载,前7天,0.4324161510699376
2025-03-31,负载,近7天中位数,0.09766909271868182
2025-03-31,负载,同星期中位数,0.2901331265974381
2025-04-01,负载,附件1先验,0.08485863538175416
2025-04-01,负载,前1天,0.09238225212508122
2025-04-01,负载,前7天,0.433668075420159
2025-04-01,负载,近7天中位数,0.09657727288743173
2025-04-01,负载,同星期中位数,0.29251376418557384
2025-04-02,负载,附件1先验,0.08387520793181448
2025-04-02,负载,前1天,0.09127510720157173
2025-04-02,负载,前7天,0.43434898313621845
2025-04-02,负载,近7天中位数,0.09535638758198095
2025-04-02,负载,同星期中位数,0.2951443141484144
2025-04-03,负载,附件1先验,0.08261732528926283
2025-04-03,负载,前1天,0.08987214050458377
2025-04-03,负载,前7天,0.4357678716190051
2025-04-03,负载,近7天中位数,0.09375655005213017
2025-04-03,负载,同星期中位数,0.29798611253501817
2025-04-04,负载,附件1先验,0.08117275203319092
2025-04-04,负载,前1天,0.08834167340793005
2025-04-04,负载,前7天,0.437029540479324
2025-04-04,负载,近7天中位数,0.09209775306357049
2025-04-04,负载,同星期中位数,0.30135828101598444
2025-04-05,负载,附件1先验,0.07960868141987437
2025-04-05,负载,前1天,0.08658027948395106
2025-04-05,负载,前7天,0.4383535800169421
2025-04-05,负载,近7天中位数,0.09040601020771177
2025-04-05,负载,同星期中位数,0.30505144887152064
2025-04-06,负载,附件1先验,0.07915671917239327
2025-04-06,负载,前1天,0.08594870139479237
2025-04-06,负载,前7天,0.43493293803299193
2025-04-06,负载,近7天中位数,0.0899806579541693
2025-04-06,负载,同星期中位数,0.3099809834456532
2025-04-07,负载,附件1先验,0.07859048045216908
2025-04-07,负载,前1天,0.08541176993026918
2025-04-07,负载,前7天,0.4314299446004101
2025-04-07,负载,近7天中位数,0.08929568461500537
2025-04-07,负载,同星期中位数,0.3152721204021462
2025-04-08,负载,附件1先验,0.0777898948398961
2025-04-08,负载,前1天,0.08449236520180385
2025-04-08,负载,前7天,0.4286611206534875
2025-04-08,负载,近7天中位数,0.08838994107727412
2025-04-08,负载,同星期中位数,0.32066667822753847
2025-04-09,负载,附件1先验,0.07716228713827387
2025-04-09,负载,前1天,0.08382823353156046
2025-04-09,负载,前7天,0.42462641560584424
2025-04-09,负载,近7天中位数,0.08764585533530134
2025-04-09,负载,同星期中位数,0.32673720838902015
2025-04-10,负载,附件1先验,0.07657652639253491
2025-04-10,负载,前1天,0.08317082816352651
2025-04-10,负载,前7天,0.42135168651145954
2025-04-10,负载,近7天中位数,0.0869597673800009
2025-04-10,负载,同星期中位数,0.33194119155247814
2025-04-11,负载,附件1先验,0.07583675791878426
2025-04-11,负载,前1天,0.08229217442821635
2025-04-11,负载,前7天,0.41757853675248896
2025-04-11,负载,近7天中位数,0.08613586944981394
2025-04-11,负载,同星期中位数,0.33815666145069656
2025-04-12,负载,附件1先验,0.07514282079385033
2025-04-12,负载,前1天,0.08163727503231398
2025-04-12,负载,前7天,0.413361729647061
2025-04-12,负载,近7天中位数,0.08544777129625193
2025-04-12,负载,同星期中位数,0.3444104032305228
2025-04-13,负载,附件1先验,0.07457214253549505
2025-04-13,负载,前1天,0.08121113127459369
2025-04-13,负载,前7天,0.4093085445485668
2025-04-13,负载,近7天中位数,0.08488595365820631
2025-04-13,负载,同星期中位数,0.3500222279831381
2025-04-14,负载,附件1先验,0.0741785598544037
2025-04-14,负载,前1天,0.08072463235876422
2025-04-14,负载,前7天,0.4061683543755509
2025-04-14,负载,近7天中位数,0.08443413082807749
2025-04-14,负载,同星期中位数,0.3544943225832037
2025-04-15,负载,附件1先验,0.07346028351796587
2025-04-15,负载,前1天,0.07989516785543459
2025-04-15,负载,前7天,0.4032640467368086
2025-04-15,负载,近7天中位数,0.08355980308758618
2025-04-15,负载,同星期中位数,0.35982069880220485
2025-04-16,负载,附件1先验,0.07276756337428093
2025-04-16,负载,前1天,0.07919130428341918
2025-04-16,负载,前7天,0.39970797317157314
2025-04-16,负载,近7天中位数,0.08285304140449715
2025-04-16,负载,同星期中位数,0.36548011776622963
2025-04-17,负载,附件1先验,0.0719988292365038
2025-04-17,负载,前1天,0.07838737163356374
2025-04-17,负载,前7天,0.396020843893456
2025-04-17,负载,近7天中位数,0.08191808112725942
2025-04-17,负载,同星期中位数,0.371674874109217
2025-04-18,负载,附件1先验,0.0709442958261696
2025-04-18,负载,前1天,0.07725615564453493
2025-04-18,负载,前7天,0.39332500637921797
2025-04-18,负载,近7天中位数,0.08076327053960011
2025-04-18,负载,同星期中位数,0.37771127161047735
2025-04-19,负载,附件1先验,0.07027338199824516
2025-04-19,负载,前1天,0.07653750211552195
2025-04-19,负载,前7天,0.38888099860559466
2025-04-19,负载,近7天中位数,0.07996550628484521
2025-04-19,负载,同星期中位数,0.3843426109957931
2025-04-20,负载,附件1先验,0.06977217335963005
2025-04-20,负载,前1天,0.07602549422628924
2025-04-20,负载,前7天,0.3850950467852222
2025-04-20,负载,近7天中位数,0.07937798686057916
2025-04-20,负载,同星期中位数,0.38972929876827933
2025-04-21,负载,附件1先验,0.06925504104048869
2025-04-21,负载,前1天,0.07552041907380677
2025-04-21,负载,前7天,0.3808119266716372
2025-04-21,负载,近7天中位数,0.07877325893031356
2025-04-21,负载,同星期中位数,0.3956393542837538
2025-04-22,负载,附件1先验,0.06872027339873467
2025-04-22,负载,前1天,0.07497426515212377
2025-04-22,负载,前7天,0.37734693496686034
2025-04-22,负载,近7天中位数,0.07815799638831908
2025-04-22,负载,同星期中位数,0.4008005300939622
2025-04-23,负载,附件1先验,0.06823953472611723
2025-04-23,负载,前1天,0.07432860608867287
2025-04-23,负载,前7天,0.3749711787320591
2025-04-23,负载,近7天中位数,0.07755731323313991
2025-04-23,负载,同星期中位数,0.4049033672200109
2025-04-24,负载,附件1先验,0.06766044484954353
2025-04-24,负载,前1天,0.07380637246368915
2025-04-24,负载,前7天,0.37048963933180157
2025-04-24,负载,近7天中位数,0.07693463691588176
2025-04-24,负载,同星期中位数,0.41110890643908404
2025-04-25,负载,附件1先验,0.06694773690430698
2025-04-25,负载,前1天,0.07303926397130005
2025-04-25,负载,前7天,0.3686683403753546
2025-04-25,负载,近7天中位数,0.07614290121281703
2025-04-25,负载,同星期中位数,0.4152017575362213
2025-04-26,负载,附件1先验,0.06629548210203551
2025-04-26,负载,前1天,0.0724123949557701
2025-04-26,负载,前7天,0.3661307843237535
2025-04-26,负载,近7天中位数,0.07536586127159166
2025-04-26,负载,同星期中位数,0.4197954773468492
2025-04-27,负载,附件1先验,0.06631000226216335
2025-04-27,负载,前1天,0.0724408589065177
2025-04-27,负载,前7天,0.3636578634631813
2025-04-27,负载,近7天中位数,0.07535112890043176
2025-04-27,负载,同星期中位数,0.4222401464677059
2025-04-28,负载,附件1先验,0.06626333972971377
2025-04-28,负载,前1天,0.07244312509533068
2025-04-28,负载,前7天,0.36308489887808815
2025-04-28,负载,近7天中位数,0.07521269519961458
2025-04-28,负载,同星期中位数,0.4229959410972529
2025-04-29,负载,附件1先验,0.06591457497540172
2025-04-29,负载,前1天,0.07206307905368121
2025-04-29,负载,前7天,0.3604843437405562
2025-04-29,负载,近7天中位数,0.07474430697375062
2025-04-29,负载,同星期中位数,0.42679369525661026
2025-04-30,负载,附件1先验,0.06515656535389626
2025-04-30,负载,前1天,0.07113611469113801
2025-04-30,负载,前7天,0.35912836819737043
2025-04-30,负载,近7天中位数,0.07392112100111424
2025-04-30,负载,同星期中位数,0.4306578307564811
2025-05-01,负载,附件1先验,0.0649944048551113
2025-05-01,负载,前1天,0.07098969332349635
2025-05-01,负载,前7天,0.35718447080878674
2025-05-01,负载,近7天中位数,0.07379341916618232
2025-05-01,负载,同星期中位数,0.4330380118464233
2025-05-02,负载,附件1先验,0.06593326114453998
2025-05-02,负载,前1天,0.07197210189911595
2025-05-02,负载,前7天,0.3553740080426307
2025-05-02,负载,近7天中位数,0.07478349305024294
2025-05-02,负载,同星期中位数,0.4319371358634705
2025-05-03,负载,附件1先验,0.06709300843107809
2025-05-03,负载,前1天,0.07286369731145301
2025-05-03,负载,前7天,0.35418147119280297
2025-05-03,负载,近7天中位数,0.07619880844445183
2025-05-03,负载,同星期中位数,0.42966301462021417
2025-05-04,负载,附件1先验,0.06857952271455119
2025-05-04,负载,前1天,0.07402077800750012
2025-05-04,负载,前7天,0.3528439944226976
2025-05-04,负载,近7天中位数,0.07796641607275345
2025-05-04,负载,同星期中位数,0.4265892887824976
2025-05-05,负载,附件1先验,0.06972299059876393
2025-05-05,负载,前1天,0.07548865190819672
2025-05-05,负载,前7天,0.3514897955219917
2025-05-05,负载,近7天中位数,0.07912955206127752
2025-05-05,负载,同星期中位数,0.42416900990977013
2025-05-06,负载,附件1先验,0.07072428709528547
2025-05-06,负载,前1天,0.07700193657173923
2025-05-06,负载,前7天,0.35025023880478884
2025-05-06,负载,近7天中位数,0.0803258869661963
2025-05-06,负载,同星期中位数,0.42169765056199027
2025-05-07,负载,附件1先验,0.07159818197650075
2025-05-07,负载,前1天,0.07821952828301605
2025-05-07,负载,前7天,0.34968046215368564
2025-05-07,负载,近7天中位数,0.08137518797862986
2025-05-07,负载,同星期中位数,0.41912663960816765
2025-05-08,负载,附件1先验,0.07228274101331592
2025-05-08,负载,前1天,0.07938534693946322
2025-05-08,负载,前7天,0.3481888812387262
2025-05-08,负载,近7天中位数,0.08251303677792089
2025-05-08,负载,同星期中位数,0.4176299940305737
2025-05-09,负载,附件1先验,0.0729044895811107
2025-05-09,负载,前1天,0.08033581338231868
2025-05-09,负载,前7天,0.34908677543011285
2025-05-09,负载,近7天中位数,0.08352637288069463
2025-05-09,负载,同星期中位数,0.4141465487257632
2025-05-10,负载,附件1先验,0.07378071007975859
2025-05-10,负载,前1天,0.08082473098771312
2025-05-10,负载,前7天,0.35052522840774286
2025-05-10,负载,近7天中位数,0.08393882211305002
2025-05-10,负载,同星期中位数,0.4109305084117354
2025-05-11,负载,附件1先验,0.07507806949351764
2025-05-11,负载,前1天,0.08167287040187322
2025-05-11,负载,前7天,0.35177379626054067
2025-05-11,负载,近7天中位数,0.08483867165158836
2025-05-11,负载,同星期中位数,0.40663659219248016
2025-05-12,负载,附件1先验,0.07562007365774501
2025-05-12,负载,前1天,0.08253748269427384
2025-05-12,负载,前7天,0.35432357844676515
2025-05-12,负载,近7天中位数,0.08577934537171854
2025-05-12,负载,同星期中位数,0.40173951982949746
2025-05-13,负载,附件1先验,0.07606826256528089
2025-05-13,负载,前1天,0.08329646897444025
2025-05-13,负载,前7天,0.3558425815821198
2025-05-13,负载,近7天中位数,0.08660457015388194
2025-05-13,负载,同星期中位数,0.3981881167242771
2025-05-14,负载,附件1先验,0.0762248662284478
2025-05-14,负载,前1天,0.08381738038359486
2025-05-14,负载,前7天,0.3565017322932084
2025-05-14,负载,近7天中位数,0.08710110541398179
2025-05-14,负载,同星期中位数,0.3963549156807672
2025-05-15,负载,附件1先验,0.0763354070605695
2025-05-15,负载,前1天,0.08426162756412132
2025-05-15,负载,前7天,0.3585558176966399
2025-05-15,负载,近7天中位数,0.0876533280312302
2025-05-15,负载,同星期中位数,0.3931938196474391
2025-05-16,负载,附件1先验,0.07692714196064522
2025-05-16,负载,前1天,0.08504279231662007
2025-05-16,负载,前7天,0.3575920320712964
2025-05-16,负载,近7天中位数,0.0885087254328311
2025-05-16,负载,同星期中位数,0.3919293082186071
2025-05-17,负载,附件1先验,0.07809622818816597
2025-05-17,负载,前1天,0.08597845684278689
2025-05-17,负载,前7天,0.35888248114483917
2025-05-17,负载,近7天中位数,0.08943102669481842
2025-05-17,负载,同星期中位数,0.38761180712938953
2025-05-18,负载,附件1先验,0.0793982364709365
2025-05-18,负载,前1天,0.08668424455964349
2025-05-18,负载,前7天,0.3601312865594199
2025-05-18,负载,近7天中位数,0.09049872611455187
2025-05-18,负载,同星期中位数,0.3832875062954482
2025-05-19,负载,附件1先验,0.07968550997578158
2025-05-19,负载,前1天,0.08742680826371413
2025-05-19,负载,前7天,0.36163184694120415
2025-05-19,负载,近7天中位数,0.09110758916430836
2025-05-19,负载,同星期中位数,0.3801482456549918
2025-05-20,负载,附件1先验,0.08003917531743256
2025-05-20,负载,前1天,0.08799915966526023
2025-05-20,负载,前7天,0.3623598906077627
2025-05-20,负载,近7天中位数,0.09179460087313975
2025-05-20,负载,同星期中位数,0.3778071735364048
2025-05-21,负载,附件1先验,0.08010492343470477
2025-05-21,负载,前1天,0.08846211925292947
2025-05-21,负载,前7天,0.36411407477824576
2025-05-21,负载,近7天中位数,0.09224054405834703
2025-05-21,负载,同星期中位数,0.37507833847577304
2025-05-22,负载,附件1先验,0.08028280419653941
2025-05-22,负载,前1天,0.08888379783887769
2025-05-22,负载,前7天,0.3660242411096365
2025-05-22,负载,近7天中位数,0.09270425627952389
2025-05-22,负载,同星期中位数,0.3721049005754226
2025-05-23,负载,附件1先验,0.08065319199173664
2025-05-23,负载,前1天,0.08943742883916056
2025-05-23,负载,前7天,0.3649059282590889
2025-05-23,负载,近7天中位数,0.0933410083054874
2025-05-23,负载,同星期中位数,0.3716624426045264
2025-05-24,负载,附件1先验,0.08158855496467463
2025-05-24,负载,前1天,0.09007396537251659
2025-05-24,负载,前7天,0.3642573561529888
2025-05-24,负载,近7天中位数,0.09403640609086739
2025-05-24,负载,同星期中位数,0.37004371741895253
2025-05-25,负载,附件1先验,0.08236217885334193
2025-05-25,负载,前1天,0.09042682541043259
2025-05-25,负载,前7天,0.3646642491377872
2025-05-25,负载,近7天中位数,0.0945168195049632
2025-05-25,负载,同星期中位数,0.368029927093475
2025-05-26,负载,附件1先验,0.08256421110748448
2025-05-26,负载,前1天,0.09095380573258371
2025-05-26,负载,前7天,0.365282406076622
2025-05-26,负载,近7天中位数,0.09511077298872433
2025-05-26,负载,同星期中位数,0.3660888040945855
2025-05-27,负载,附件1先验,0.0828153128581296
2025-05-27,负载,前1天,0.09153005881382525
2025-05-27,负载,前7天,0.36575584331858774
2025-05-27,负载,近7天中位数,0.09572465135378655
2025-05-27,负载,同星期中位数,0.36417413365567086
2025-05-28,负载,附件1先验,0.08315112393352131
2025-05-28,负载,前1天,0.09225761583688576
2025-05-28,负载,前7天,0.36669742834105395
2025-05-28,负载,近7天中位数,0.0963756576948654
2025-05-28,负载,同星期中位数,0.3615181741936735
2025-05-29,负载,附件1先验,0.08318212848209658
2025-05-29,负载,前1天,0.09244526357623714
2025-05-29,负载,前7天,0.3679647730425214
2025-05-29,负载,近7天中位数,0.09662517743816193
2025-05-29,负载,同星期中位数,0.3597826574609829
2025-05-30,负载,附件1先验,0.08236174767795013
2025-05-30,负载,前1天,0.09193996609744198
2025-05-30,负载,前7天,0.36955879947193204
2025-05-30,负载,近7天中位数,0.09612835023537995
2025-05-30,负载,同星期中位数,0.36001113651729594
2025-05-31,负载,附件1先验,0.08173524706924486
2025-05-31,负载,前1天,0.09122705383421816
2025-05-31,负载,前7天,0.3715840698944257
2025-05-31,负载,近7天中位数,0.09483715191398015
2025-05-31,负载,同星期中位数,0.360616477288131
2025-06-01,负载,附件1先验,0.0810984979861322
2025-06-01,负载,前1天,0.09047602105634449
2025-06-01,负载,前7天,0.3732591878350289
2025-06-01,负载,近7天中位数,0.09354596023031068
2025-06-01,负载,同星期中位数,0.3616203328921836
2025-06-02,负载,附件1先验,0.08249900285316229
2025-06-02,负载,前1天,0.09179501258614842
2025-06-02,负载,前7天,0.37356487414687345
2025-06-02,负载,近7天中位数,0.09561894551348503
2025-06-02,负载,同星期中位数,0.35652216490033073
2025-06-03,负载,附件1先验,0.0839790597408126
2025-06-03,负载,前1天,0.09479057513279951
2025-06-03,负载,前7天,0.3720325561213632
2025-06-03,负载,近7天中位数,0.09770347395376007
2025-06-03,负载,同星期中位数,0.35149433505126454
2025-06-04,负载,附件1先验,0.08530151890699506
2025-06-04,负载,前1天,0.09772030883662883
2025-06-04,负载,前7天,0.3709207157812667
2025-06-04,负载,近7天中位数,0.09972729640202885
2025-06-04,负载,同星期中位数,0.34633016007308054
2025-06-05,负载,附件1先验,0.08680336205617395
2025-06-05,负载,前1天,0.10066815890904697
2025-06-05,负载,前7天,0.3689948016706713
2025-06-05,负载,近7天中位数,0.10190888400554264
2025-06-05,负载,同星期中位数,0.3416247933585651
2025-06-06,负载,附件1先验,0.08810619512620056
2025-06-06,负载,前1天,0.10355826897594257
2025-06-06,负载,前7天,0.3659657852633897
