date,q0_kwh,active_kwh,up_kwh,down_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,storage_loss_kwh,plan_cost,up_cost,down_penalty,refund,emergency_cost,total_cost,start_soc_kwh,end_soc_kwh,forecast_plan_cost,price_mae_0,mean_actual_price
2025-02-21,38782.72509686314,38782.72509686314,0.0,0.0,0.0,17685.06018001469,14201.90376269841,9739.306646213525,3346.4953249679593,16501.435842686424,0.0,0.0,0.0,0.0,16501.435842686424,6824.409267863316,6961.070360211643,16023.986387960791,0.03660833333333333,0.62085
2025-02-22,38504.75644482675,38504.75644482675,0.0,0.0,0.0,18670.70594052518,15190.12602861111,7179.413649579352,3554.862375009308,16531.03898286865,0.0,0.0,0.0,0.0,16531.03898286865,6961.070360211643,6886.787897116401,16221.737802612448,0.033522916666666666,0.6352840277777778
2025-02-23,79666.7166745734,79666.7166745734,0.0,0.0,0.0,19837.416311707253,16153.203971816201,4450.650651349017,3778.5420724836367,54053.53559316792,0.0,0.0,0.0,0.0,54053.53559316792,6886.787897116401,6792.458164523811,54163.51593778366,0.03893263888888889,0.8153784722222223
2025-02-24,79102.60839051286,79102.60839051286,0.0,0.0,8.2959452380951,20671.641475819048,16696.0172445801,6932.24648784535,3922.2771747574716,53240.21432189405,0.0,0.0,0.0,42.388132194046925,53282.6024540881,6792.458164523811,6845.805221005291,53131.664694286905,0.03705625,0.8082493055555555
2025-02-25,78930.85021873411,78930.85021873411,0.0,0.0,9.29946428571418,19496.40684436696,15983.728471532473,9606.148076852005,3725.6105146069713,52252.9895291827,0.0,0.0,0.0,47.72485071428517,52300.714379896985,6845.805221005291,6632.87307923281,52370.86987211865,0.04598472222222222,0.7940965277777778
2025-02-26,78931.22177429857,78931.22177429857,0.0,0.0,0.0,21312.910365408487,16894.064789925324,5697.528165482079,4008.4093465325514,52554.67887632567,0.0,0.0,0.0,0.0,52554.67887632567,6632.87307923281,7043.309308183424,52073.941784902694,0.03988749999999999,0.8055381944444444
2025-02-27,76999.02500905847,76999.02500905847,0.0,0.0,0.0,21337.987776368172,17598.21022413961,6302.663256829917,4089.1554692078853,50003.721853982715,0.0,0.0,0.0,0.0,50003.721853982715,7043.309308183424,6693.931391204105,51423.07465091668,0.04176180555555556,0.7979118055555555
2025-02-28,36608.68079222632,36608.68079222632,0.0,0.0,0.0,18676.177615451244,15073.250402534048,9713.160029309116,3542.423361826686,15031.68599634034,0.0,0.0,0.0,0.0,15031.68599634034,6693.931391204105,6754.435242294623,15114.591761012241,0.037295138888888885,0.6166784722222222
2025-03-01,36607.4693210357,36607.4693210357,0.0,0.0,0.0,18332.618644667746,14851.163306042567,9467.248049077189,3483.3911206937264,15284.410493710773,0.0,0.0,0.0,0.0,15284.410493710773,6754.435242294623,6752.499460226071,15340.271067104128,0.041203472222222225,0.6142222222222222
2025-03-02,76620.54642430616,76620.54642430616,0.0,0.0,1476.3917471834782,20716.546918891174,17375.773811616422,2397.8579975482317,4002.296226513164,50542.31398651609,0.0,0.0,0.0,9162.137215699984,59704.45120221607,6752.499460226071,6090.976340987655,50608.577601313526,0.04558958333333333,0.8122930555555556
2025-03-03,77205.90609659028,77205.90609659028,0.0,0.0,950.4336437942053,22556.233268274933,18230.733088691588,1813.6929274677993,4281.260336682114,50927.9396092268,0.0,0.0,0.0,6137.05220542463,57064.99181465143,6090.976340987655,6135.216183888889,50756.936133573014,0.042131249999999995,0.8118500000000001
2025-03-04,78295.23676565061,78295.23676565061,0.0,0.0,0.0,21547.316547646602,16933.515442522323,4481.977727192995,4036.2333706004742,51531.34440842652,0.0,0.0,0.0,0.0,51531.34440842652,6135.216183888889,6712.7839184127,50808.93521811174,0.04432569444444444,0.8006277777777778
2025-03-05,78356.15976036609,78356.15976036609,0.0,0.0,0.0,19796.15028367872,16187.15952544643,8616.69698546714,3778.188308973031,50696.203192345805,0.0,0.0,0.0,0.0,50696.203192345805,6712.7839184127,6543.586367671958,51559.29650610212,0.03601388888888889,0.7945006944444445
2025-03-06,78217.59106283264,78217.59106283264,0.0,0.0,0.0,20306.308020897093,16373.302295640931,8343.93120424314,3849.8866127164797,50610.47431490242,0.0,0.0,0.0,0.0,50610.47431490242,6543.586367671958,6626.705480211643,50170.91250572218,0.03754791666666667,0.7918569444444444
2025-03-07,35051.13959881005,35051.13959881005,0.0,0.0,0.0,17150.119301756116,13808.67853846214,10787.41330218274,3249.3095455602943,14303.629282752308,0.0,0.0,0.0,0.0,14303.629282752308,6626.705480211643,6718.836697945325,14019.166398878206,0.04369097222222222,0.6085013888888889
2025-03-08,33362.93666374652,33362.93666374652,0.0,0.0,0.0,19432.80072373988,15721.06897219557,10588.065395535543,3690.065513729052,13744.878318760024,0.0,0.0,0.0,0.0,13744.878318760024,6718.836697945325,6740.502935760583,13550.299537731838,0.040070138888888884,0.5972631944444444
2025-03-09,75050.06434520402,75050.06434520402,0.0,0.0,0.0,21847.25069660494,17712.45242999706,7581.741028596153,4152.775339660167,47585.65693268982,0.0,0.0,0.0,0.0,47585.65693268982,6740.502935760583,6722.525862708291,48564.26413312549,0.05063541666666667,0.7838090277777777
2025-03-10,73613.65429053079,73613.65429053079,0.0,0.0,0.0,22104.062205074275,18040.35743139881,1507.8780668553209,4214.89037955174,48209.33333540792,0.0,0.0,0.0,0.0,48209.33333540792,6722.525862708291,6571.340256832012,47502.15436045749,0.041366666666666656,0.8024513888888889
2025-03-11,73480.96247775364,73480.96247775364,0.0,0.0,0.0,20967.49086134669,16914.631098428916,5489.1839148358695,3976.15254151566,46807.08410732012,0.0,0.0,0.0,0.0,46807.08410732012,6571.340256832012,6648.047478234127,47075.50727737759,0.039281944444444446,0.7893930555555556
2025-03-12,72465.53564332194,72465.53564332194,0.0,0.0,0.0,19785.539355180776,16198.335355357143,6442.796960164976,3778.368975002205,45726.391437044214,0.0,0.0,0.0,0.0,45726.391437044214,6648.047478234127,6456.882503055555,45678.351761050966,0.040403472222222216,0.7801680555555556
2025-03-13,71852.90166388567,71852.90166388567,0.0,0.0,634.5483480759012,22128.26949565696,18080.477604565473,894.040104203411,4221.768905628526,46076.06950655101,0.0,0.0,0.0,4080.7804264761207,50156.84993302713,6456.882503055555,6282.905488518519,45262.99471275888,0.045145833333333336,0.7996375
2025-03-14,32491.748232855673,32491.748232855673,0.0,0.0,0.0,17752.10421125808,14039.008222619044,12749.226260883304,3335.1002236390354,12983.883502049644,0.0,0.0,0.0,0.0,12983.883502049644,6282.905488518519,6660.90125351852,12876.363576550648,0.04711180555555555,0.5913868055555556
2025-03-15,32963.33169818283,32963.33169818283,0.0,0.0,0.0,20028.80488800705,16696.73949814286,8707.141158318638,3858.073766372134,13481.217956087416,0.0,0.0,0.0,0.0,13481.217956087416,6660.90125351852,6134.892877010583,12905.030296761019,0.04032291666666667,0.6047722222222222
2025-03-16,72187.19098236154,72187.19098236154,0.0,0.0,1.6400000000001,22657.441567305996,17834.862954785713,4015.2054365079352,4247.395596151235,45362.64320365116,0.0,0.0,0.0,8.081100000000493,45370.72430365116,6134.892877010583,6710.075893379631,44490.05382304782,0.04234305555555556,0.784895138888889
2025-03-17,71371.82001372722,71371.82001372722,0.0,0.0,0.0,18789.837273228975,15173.293255357143,9897.144562522055,3564.905200140358,43811.98408039261,0.0,0.0,0.0,0.0,43811.98408039261,6710.075893379631,6761.714711111113,45831.95175452282,0.05467847222222222,0.7601756944444444
2025-03-18,69351.52853646384,69351.52853646384,0.0,0.0,0.0,21300.062858436206,17444.292398809524,4369.799710170496,4068.2609968224565,43189.590552999645,0.0,0.0,0.0,0.0,43189.590552999645,6761.714711111113,6549.224173915346,43497.838161988155,0.03752638888888889,0.7760166666666666
2025-03-19,70004.67179062315,70004.67179062315,0.0,0.0,0.0,21697.622511324214,17174.945826785715,6016.524656084656,4078.0895652197237,43194.66977515993,0.0,0.0,0.0,0.0,43194.66977515993,6549.224173915346,6993.811293234125,43272.92484733379,0.04139513888888889,0.7718381944444445
2025-03-20,69383.82153762493,69383.82153762493,0.0,0.0,0.0,21143.1537644033,17442.57688809524,3474.282844650196,4052.379475117579,43573.745263722834,0.0,0.0,0.0,0.0,43573.745263722834,6993.811293234125,6642.008694424605,44003.57031906377,0.04661319444444444,0.7786381944444445
2025-03-21,32257.180072192827,32257.180072192827,0.0,0.0,0.0,19447.113421274247,15990.93960892857,16767.54174318048,3721.4824097861547,12877.557282139045,0.0,0.0,0.0,0.0,12877.557282139045,6642.008694424605,6376.700096984127,12212.67853943015,0.045622916666666666,0.5702902777777777
2025-03-22,32928.00969470105,32928.00969470105,0.0,0.0,0.0,17991.04561422693,13954.17518254762,13009.939529688412,3349.568470594651,13455.993273126282,0.0,0.0,0.0,0.0,13455.993273126282,6376.700096984127,7064.002058068782,13216.753786276291,0.0473548611111111,0.5873881944444445
2025-03-23,66992.02041472663,66992.02041472663,0.0,0.0,0.0,19931.78047694004,16733.834582142856,5024.3544032627815,3852.493001265433,41149.99954992986,0.0,0.0,0.0,0.0,41149.99954992986,7064.002058068782,6409.454951600529,41736.11117752089,0.044475,0.7671784722222221
2025-03-24,66641.36018767329,66641.36018767329,0.0,0.0,0.0,20093.63906845974,16095.365947511904,4644.589983392118,3797.7379010139634,41152.79367080432,0.0,0.0,0.0,0.0,41152.79367080432,6409.454951600529,6609.990171534393,40621.052192763964,0.038775694444444446,0.7674861111111111
2025-03-25,66193.16572552174,66193.16572552174,0.0,0.0,0.0,20883.06243079071,17184.647545833333,1544.626123897705,3997.7115259494417,41045.77724342052,0.0,0.0,0.0,0.0,41045.77724342052,6609.990171534393,6310.693530542327,40707.78597038474,0.036240972222222216,0.7712756944444444
2025-03-26,66365.41954014549,66365.41954014549,0.0,0.0,0.0,19624.25656182392,15750.466946428569,6899.075058083482,3712.4775391189,40447.533662487025,0.0,0.0,0.0,0.0,40447.533662487025,6310.693530542327,6472.005606818785,41423.03682721624,0.044211284722222216,0.7566111111111111
2025-03-27,66034.66090300557,66034.66090300557,0.0,0.0,0.0,20137.65123560406,16315.032316666668,3495.052584068188,3826.546492078925,40349.65658849493,0.0,0.0,0.0,0.0,40349.65658849493,6472.005606818785,6468.078033677249,41304.58460102949,0.03981666666666666,0.7664159722222222
2025-03-28,30932.881087686652,30932.881087686652,0.0,0.0,0.0,15264.606250940627,12115.016030714285,16961.410100793644,2872.57351739565,12322.517454999277,0.0,0.0,0.0,0.0,12322.517454999277,6468.078033677249,6745.094736507935,12282.406007572592,0.041873958333333336,0.5747680555555555
2025-03-29,30544.631186803355,30544.631186803355,0.0,0.0,0.0,15610.013783472956,12888.773932619044,20116.182152616107,2993.0873708605227,11914.904133931437,0.0,0.0,0.0,0.0,11914.904133931437,6745.094736507935,6473.247216501332,12188.524382577105,0.05118194444444445,0.5630868055555556
2025-03-30,64245.59395295413,64245.59395295413,0.0,0.0,0.0,20027.144136397696,15982.468697023807,4855.298813580248,3778.544268864637,38625.065412988915,0.0,0.0,0.0,0.0,38625.065412988915,6473.247216501332,6739.378387010582,39909.127590859905,0.04280364583333332,0.7520270833333333
2025-03-31,63029.90645073486,63029.90645073486,0.0,0.0,0.0,17878.834386691648,14833.602561052321,3033.2851417622064,3436.0615010083116,38614.91387610379,0.0,0.0,0.0,0.0,38614.91387610379,6739.378387010582,6348.5487116416,39275.65789563083,0.03790677083333334,0.7607041666666666
2025-04-01,64392.08087191203,64392.08087191203,0.0,0.0,134.0498595952388,20262.216692238315,16434.127950266608,489.1904728689017,3852.2358859201217,40109.87703945381,0.0,0.0,0.0,868.4581365595759,40978.33517601338,6348.5487116416,6324.401567693187,39162.51283981746,0.04680694444444445,0.7731090277777778
2025-04-02,63820.09397854783,63820.09397854783,0.0,0.0,975.3938811190467,20732.653369325326,16918.08007661905,545.5791669606119,3953.0520121124273,39278.00464502243,0.0,0.0,0.0,6183.072573906157,45461.07721892859,6324.401567693187,6185.922848287038,38533.14409659805,0.04866458333333333,0.772320138888889
2025-04-03,64925.997829916225,64925.997829916225,0.0,0.0,0.0,20189.518730445325,16026.041869047618,4898.990701851853,3799.6231918276017,40111.07487097477,0.0,0.0,0.0,0.0,40111.07487097477,6185.922848287038,6549.776517857146,40089.173512406815,0.04374618055555557,0.7644638888888889
2025-04-04,30038.70772470605,30038.70772470605,0.0,0.0,0.0,15741.217278137856,12479.988516071428,20346.676712639623,2960.787118488389,11812.945925255992,0.0,0.0,0.0,0.0,11812.945925255992,6549.776517857146,6850.218161435189,11719.298734874195,0.03969114583333333,0.5595027777777778
2025-04-05,30096.314592739483,30096.314592739483,0.0,0.0,0.0,15556.175296737209,12828.441161434528,15324.465474103468,2980.999880944224,12013.496128215498,0.0,0.0,0.0,0.0,12013.496128215498,6850.218161435189,6596.952415793649,11893.528394679355,0.0339859375,0.5755284722222221
2025-04-06,64232.53176938565,64232.53176938565,0.0,0.0,0.0,18769.159003027635,15214.506846310991,6267.803346002345,3567.4166610039847,39339.847804445315,0.0,0.0,0.0,0.0,39339.847804445315,6596.952415793649,6584.187911506305,39116.00687584825,0.03647777777777777,0.7556868055555556
2025-04-07,63130.28449850269,63130.28449850269,0.0,0.0,0.0,17657.147881424506,14375.099513403879,6605.516847148732,3362.9480674095485,38302.679614445704,0.0,0.0,0.0,0.0,38302.679614445704,6584.187911506305,6503.288212117383,38834.11570605465,0.033903993055555554,0.7517159722222222
2025-04-08,63718.69945256357,63718.69945256357,0.0,0.0,0.0,19062.110611543594,15603.03116547619,5906.426389829501,3639.881190651714,38567.55076439913,0.0,0.0,0.0,0.0,38567.55076439913,6503.288212117383,6322.48646753307,39326.02518953416,0.04130555555555557,0.7519159722222222
2025-04-09,63148.11446069958,63148.11446069958,0.0,0.0,379.1701869047673,17923.20718503086,14652.99560773809,1122.7620536449149,3420.431341585096,38694.32620762383,0.0,0.0,0.0,2499.254099716404,41193.580307340235,6322.48646753307,6172.266703240741,38691.05064832466,0.031146180555555555,0.7662708333333333
2025-04-10,63388.06276752645,63388.06276752645,0.0,0.0,0.0,19884.889084376835,15794.690382253084,4837.2261654027025,3743.4545064658046,38392.71731283124,0.0,0.0,0.0,0.0,38392.71731283124,6172.266703240741,6519.01089889869,38862.96600574399,0.037393749999999996,0.7580270833333334
2025-04-11,29234.898252513813,29234.898252513813,0.0,0.0,0.0,15310.831974617868,12324.170407818343,20931.58651904762,2900.4354649971583,11584.260480306659,0.0,0.0,0.0,0.0,11584.260480306659,6519.01089889869,6605.23700070106,11279.434535689883,0.041954687500000004,0.5514784722222221
2025-04-12,29782.959141026306,29782.959141026306,0.0,0.0,0.0,15346.360348148148,12257.515460678573,17668.95370355673,2896.582197112434,11512.87102632518,0.0,0.0,0.0,0.0,11512.87102632518,6605.23700070106,6797.499691058201,11697.834518472488,0.03866232638888888,0.5638673611111111
2025-04-13,61196.18032092886,61196.18032092886,0.0,0.0,0.0,18512.35396277925,15296.159766071427,3703.627640887711,3550.8087036191946,37152.68295331142,0.0,0.0,0.0,0.0,37152.68295331142,6797.499691058201,6462.885184146829,37196.58547571698,0.03158402777777777,0.7562548611111111
2025-04-14,61338.643338352435,61338.643338352435,0.0,0.0,0.0,18431.087320436498,14944.508458333334,5324.032676249269,3503.609671858465,36870.579135464,0.0,0.0,0.0,0.0,36870.579135464,6462.885184146829,6445.854374391534,36896.98074316584,0.03819791666666667,0.7465972222222222
2025-04-15,61880.5757723398,61880.5757723398,0.0,0.0,0.0,17436.956469415047,13932.41261759259,8236.603087184005,3291.7414933406817,36830.530713937645,0.0,0.0,0.0,0.0,36830.530713937645,6445.854374391534,6658.6567328733145,37794.99985998253,0.047760590277777785,0.7385326388888889
2025-04-16,61136.636782138696,61136.636782138696,0.0,0.0,0.0,18616.535452348297,15072.131831261904,1812.6412110523102,3536.334859819486,37077.766115729486,0.0,0.0,0.0,0.0,37077.766115729486,6658.6567328733145,6666.725494140211,36912.603468143665,0.029284722222222226,0.7623541666666667
2025-04-17,60806.065489939734,60806.065489939734,0.0,0.0,0.0,18394.228978953553,14909.368845833334,4452.863006819516,3496.019436321282,36275.07066590072,0.0,0.0,0.0,0.0,36275.07066590072,6666.725494140211,6655.566190939153,36800.81020882521,0.033329340277777786,0.7477673611111111
2025-04-18,29047.29475327234,29047.29475327234,0.0,0.0,0.0,16202.449298265723,12742.051343141531,19232.779614814815,3036.0284123978536,11252.185063034844,0.0,0.0,0.0,0.0,11252.185063034844,6655.566190939153,7079.935733665491,11125.240261712052,0.03357309027777778,0.5594201388888889
2025-04-19,28001.951796461788,28001.951796461788,0.0,0.0,0.0,16286.603799639915,13340.602612084653,18271.271358906528,3110.949559084509,10916.189949814463,0.0,0.0,0.0,0.0,10916.189949814463,7079.935733665491,6914.987362136242,10790.169887252967,0.03378993055555554,0.5579763888888889
2025-04-20,59977.139971788645,59977.139971788645,0.0,0.0,0.0,19134.15961460905,15499.52360654762,4384.759080393886,3635.5852510773075,35888.29125208659,0.0,0.0,0.0,0.0,35888.29125208659,6914.987362136242,6914.038119120372,35925.60354155877,0.030858333333333335,0.7454388888888889
2025-04-21,60329.780519018226,60329.780519018226,0.0,0.0,0.0,17307.215457921804,14299.764251190472,8805.418928953564,3319.5842403689,35618.417413808325,0.0,0.0,0.0,0.0,35618.417413808325,6914.038119120372,6601.9050854828065,36150.12667923066,0.0403654513888889,0.7339520833333333
2025-04-22,59169.30251209435,59169.30251209435,0.0,0.0,0.0,18659.934605981776,15119.439866785717,3475.878456231629,3545.9312235743687,35618.99296785205,0.0,0.0,0.0,0.0,35618.99296785205,6601.9050854828065,6596.468601104496,35615.435234669756,0.03309131944444446,0.7509583333333334
2025-04-23,60326.957444268075,60326.957444268075,0.0,0.0,0.0,18198.04572519841,14613.855764880951,5342.850767283953,3443.5663241732805,36205.2663890532,0.0,0.0,0.0,0.0,36205.2663890532,6596.468601104496,6737.092237248677,36011.418701470386,0.038685243055555554,0.7479125
2025-04-24,59103.21934144856,59103.21934144856,0.0,0.0,0.0,17540.85465608466,14270.631195999997,8742.889181363902,3339.71115405291,35273.588022343276,0.0,0.0,0.0,0.0,35273.588022343276,6737.092237248677,6667.604543280424,35356.18743435473,0.04184947916666666,0.7361847222222222
2025-04-25,27542.820002192533,27542.820002192533,0.0,0.0,0.0,15793.317317305995,12928.793034190476,22677.938069077012,3015.864291085097,10365.23258085134,0.0,0.0,0.0,0.0,10365.23258085134,6667.604543280424,6516.264535310852,10364.71232869629,0.039760763888888884,0.5406916666666667
2025-04-26,27686.6355915227,27686.6355915227,0.0,0.0,0.0,15950.277124985305,13066.160610946434,24732.325444150498,3046.8233359370233,10717.95525905498,0.0,0.0,0.0,0.0,10717.95525905498,6516.264535310852,6353.557713412701,10437.920656608323,0.047471006944444456,0.5378048611111111
2025-04-27,56615.561681972365,56615.561681972365,0.0,0.0,582.43508151786,19208.805027888007,15650.681275744044,5066.401828012933,3659.8450889825835,33081.579046951694,0.0,0.0,0.0,3821.0653522979205,36902.64439924961,6353.557713412701,6251.836376574075,33368.365969728475,0.03401440972222223,0.7337826388888888
2025-04-28,57646.78302340799,57646.78302340799,0.0,0.0,3410.620935786301,16840.33686491034,13548.983887285713,1144.0836649030007,3189.476340633891,34519.96026061145,0.0,0.0,0.0,21686.747222527105,56206.707483138554,6251.836376574075,6353.713013564814,34042.53178488777,0.03991458333333334,0.7660520833333333
2025-04-29,58110.80620901676,58110.80620901676,0.0,0.0,323.7832426666622,17547.288335030862,14068.676944833336,7522.7643448192275,3317.9151607067906,33956.22265112523,0.0,0.0,0.0,2142.7974999679705,36099.0201510932,6353.713013564814,6514.409243055556,34482.28382522318,0.03709565972222222,0.7303826388888889
2025-04-30,57545.30441863609,57545.30441863609,0.0,0.0,0.0,17530.756371435917,14282.42096126543,6040.1145751322765,3340.0112995064173,33699.65307515993,0.0,0.0,0.0,0.0,33699.65307515993,6514.409243055556,6422.7333537196255,34280.76558422309,0.047080381944444444,0.729442361111111
2025-05-01,56888.44541219982,56888.44541219982,0.0,0.0,1511.7478474873574,18943.944397013456,16255.649480095237,4700.519542768964,3700.5777152674837,34526.68706046126,0.0,0.0,0.0,9699.929516748884,44226.61657721015,6422.7333537196255,5410.450555370369,34035.30466864087,0.03803576388888889,0.7473263888888888
2025-05-02,28595.586142360375,28595.586142360375,0.0,0.0,1642.227659523808,16531.755634744266,13169.278718809524,12585.016802616105,3116.428754453263,11522.238530575454,0.0,0.0,0.0,8875.714281588682,20397.952812164138,5410.450555370369,5656.498716851851,10828.817174892829,0.04689166666666666,0.5869513888888889
2025-05-03,29050.136259066137,29050.136259066137,0.0,0.0,1188.3396994268069,15881.713148442093,12645.871948738095,18135.463108788947,2993.2681980373313,11573.130379118606,0.0,0.0,0.0,5690.387976243051,17263.518355361655,5656.498716851851,5899.0717185185185,11117.805680791305,0.031205729166666665,0.5698243055555555
2025-05-04,60142.07463811758,60142.07463811758,0.0,0.0,1241.7265571428534,17356.182932363314,14167.105164380955,6460.0560939447405,3309.74108927866,36631.885633303275,0.0,0.0,0.0,6987.275100377952,43619.16073368122,5899.0717185185185,5778.4083972222215,35577.41083386429,0.04024809027777778,0.7461284722222222
2025-05-05,60799.07970802146,60799.07970802146,0.0,0.0,1231.6298696428526,21033.75619079953,17219.521895380953,3140.46848224574,4016.6558296778367,36624.11288720145,0.0,0.0,0.0,7461.774810357112,44085.887697558566,5778.4083972222215,5575.986862962964,35840.169660288215,0.033571354166666664,0.7604611111111111
2025-05-06,60086.35169209758,60086.35169209758,0.0,0.0,1112.6027086904764,20192.684446737207,16617.104169023805,4753.291756407998,3865.6133523430326,36629.308973707084,0.0,0.0,0.0,5946.392321286371,42575.70129499345,5575.986862962964,5285.953788333332,35365.12363214073,0.037767187499999993,0.7532361111111111
